fhdi_drug_id,drug_name,synonyms,drug_type,summary,formula
d00021,acetohexamide,acetohexamid acetohexamida acetohexamidum dimelin dimelor dymelor gamadiabet hypoglicil metaglucina minoral ordimel tsiklamid acetohexamide lilly brand acetohexamide salvat brand lilly brand of acetohexamide ord imel salvat brand of acetohexamide u 14812 a178 acetohexamida innspanish acetohexamidum innlatin dimelin antidiabetic dymelor tn u14812 acetohexamide jp15uspinn acetohexamide usaninnbanjan npacetylbenzenesulfonylncyclohexylurea npacetylphenylsulfonylncyclohexylurea 1pacetylphenylsulfonyl3cyclohexylurea 14acetylphenylsulfonyl3cyclohexylurea 1pacetylbenzenesulfonyl3cyclohexylurea 3cyclohexyl1pacetylphenylsulfonylurea 4acetylncyclohexylaminocarbonylbenzenesulfonamide 4acetylncyclohexylaminocarbonylbenzenesulfonamide 4acetylncyclohexylaminocarbonylbenzenesulfonamide 4acetylncyclohexylaminocarbonylbenzenesulf onamide,small molecular drug,a sulfonylurea hypoglycemic agent that is metabolized in the liver to 1hydrohexamide acetohexamide has been discontinued in the us market,c15h20n2o4s
d00022,acetohydroxamic acid,aha acethydroxamsaeure acethydroxamsaure acetohydroxamate hae lithostat acethydroxamic acid acethydroxamsaeure german acetohydroximic acid acetyl hydroxyamino acetylhydroxamic acid acide acetohydroxamique acide acetohydroxamique french acido acetohidroxamico acido acetohidroxamico spanish acidum acetohydroxamicum acidum acetohydroxamicum latin cetohyroxamic acid methylhydroxamic acid sjx hldmmah aha tn acetic acid oxime acetohydroxamic acid usaninn lithostat tn nacetyl hydroxyacetamide nacetylhydroxylamine nhydroxyacetamide nhydroxyacetimidic acid nhydroxyethanimidic acid s140751 acetohydroxamic acid uspinn acetamide nhydroxy9ci,small molecular drug,acetohydroxamic acid is a synthetic urea derivative used to treat urea splitting bacterial infections of the urinary tract,c2h5no2
d00023,albendazole,albendazol albendazolum albendoral albenza bendapar bilutac digezanol disthelm endoplus eskazole gascop lurdex metiazol proftril valbazen zental zentel albendazole armstrong brand albendazole diba brand albendazole fustery brand albendazole hormona brand albendazole liferpal brand albendazole monohydrochloride albendazole pfizer brand albendazole sanicoopa brand albendazole valdecasas brand armstrong brand of albendazole diba brand of albendazole fustery brand of albendazole hormona brand of albendazole liferpal brand of albendazole mediamix v disthelm noe socopharm brand of albendazole pfizer brand of albendazole sanicoopa brand of albendazole smithkline beecham brand of albendazole valdecasas brand of albendazole skf 62979 skf62979 albendazol innspanish albendazole noesocopharm brand albendazolum innlatin albenza tn disthelm mediamix v eskazole tn monohydrochloride albendazole noesocopharm brand of albendazole skf 62979 skf62979 skf62979 smith kline  french brand of albendazole v disthelm mediamix zentel tn skf62979 albendazole januspinn albendazole usaninnbanjan albenza eskazole zentel andazol albendazole methyl 5propylthio2benzimidazolecarbamate methyl 5propylthiobenzimidazol2ylcarbamate methyl5propylthio2benzimidazole carbamate 5propylthiobenzimidazol2ylcarbamic acid methyl ester methyl 5propylthio2benzimidazolecarbamate methyl 5propylsulfanyl1hbenzimidazol2ylcarbamate methyl 5propylthio1hbenzimidazol2ylcarbamate methyl 6propylsulfanyl1hbenzimidazol2ylcarbamate 5propythio1hbenzimidazol2ylcarbamic acid methyl ester methyln6propylsulfanyl1hbenzimidazol2ylcarbamate omethyl n5propylthio2benzimidazolylcarbamate carbamic acid 5propylthio1hbenzimidazol2yl methyl ester methyl n6propylsulfanyl1h13benzodiazol2ylcarbamate carbamic acid 5propylthio1hbenzimidazol2yl methyl ester methyl 2z5propylsulfanyl13dihydro2hbenzimidazol2ylidenecarbamate propylthio5 1hbenzimidazolyl2 carbamate de methyle propylthio5 1hbenzimidazolyl2 carbamate de methyle french 5propylthio1hbenzimidazol2ylcarbamic acid methyl ester 5propylsulfanyl1hbenzoimidazol2ylcarbamic acid methyl ester 5propylthio2carbomethoxyaminobenzimidazole,small molecular drug,albendazole is a benzimidazole anthelmintic used to treat parenchymal neurocysticercosis and other helminth infections,c12h15n3o2s
d00024,alendronic acid,arendal fosamax alendronate sodium alendronic acid acide alendronique acido alendronico acidum alendronicum mk 217 acide alendronique innfrench acido alendronico innspanish acidum alendronicum innlatin alendronic acid inn alendronic acid innban bisphosphonate 65 fosamax tn mk217 phosphonic acid 4amino1hydroxybutylidenebis 4amino1hydroxybutylidenebisphosphonic acid 4amino1hydroxybutylidenediphosphonic acid 4amino1hydroxy1phosphonobutylphosphonic acid 4amino1hydroxybutane11diylbisphosphonic acid 4amino1hydroxybutane11diphosphonate 4amino1hydroxybutane11diphosphonic acid 4amino1hydroxybutylidene11bisphosphonic acid 4amino1hydroxybutylidene11bisphosphonate,small molecular drug,alendronic acid is a bisphosphonate drug that prevents osteoclastic bone resorption which is used for the prevention and treatment of osteoporosis,c4h13no7p2
d00025,alfuzosin,alfusosine alfuzosina alfuzosine alfuzosinum alphuzosine alfuzosina spanish alfuzosine french alfuzosinum latin alfuzosin inn alfuzosin innban xatral tn n34amino67dimethoxyquinazolin2ylmethylaminopropyloxolane2carboxamide n34amino67dimethoxy2quinazolinylmethylaminopropyltetrahydro2furancarboxamide n34amino67dimethoxyquinazolin2ylmethylaminopropyltetrahydrofuran2carboxamide,small molecular drug,alfuzosin is an alpha1 adrenergic antagonist used in the symptomatic management of benign prostatic hypertrophy bph,c19h27n5o4
d00026,alosetron,lotronex lotrpnex alosetron hydrochloride alosetron hcl alosetron hydrochloride usan alosetron monohydrochloride gr 68755 gr 68755x gr 68755c gr68755 alosetron inn alosetron innban alosetron hydrochloride usan gr68755c lotronex tn lotrpnex tn 1hpyrido43bindol1one 2345tetrahydro5methyl25methyl1himidazol4ylmethyl monohydrochloride 1hpyrido43bindol1one 2345tetrahydro5methyl25methyl1himidazol4ylmethyl monohydrochloride 1hpyrido43bindol1one 2345tetrahydro5methyl24methyl1himidazol5ylmethyl hydrochloride 11 1hpyrido43bindol1one 2345tetrahydro5methyl25methyl1himidazol 1hpyrido43bindol1one 2345tetrahydro5methyl25methyl1himidazol4ylmethyl9ci 2345tetrahydro5methyl25methyl1himidazol4ylmethyl1hpyrido43bindol1one 2345tetrahydro5methyl25methylimidazol4ylmethyl1hpyrido43bindol1one monohydrochloride 2345tetrahydro5methyl25methylimidazol4ylmethyl1hpyridol43bindol1one monohydrochloride 2345tetrahydro5methyl25methyl1himidazol4ylmethyl1hpyrido43bindol1one monohydrochloride 5methyl25methyl1himidazol4ylmethyl2345tetrahydro1hpyrido43bindol1one 5methyl25methyl1himidazol4ylmethyl2345tetrahydro1hpyrido43bindol1one hydrochloride 5methyl25methyl1himidazol4ylmethyl34dihydropyrido43bindol1one 5methyl25methyl1himidazol4ylmethyl34dihydropyrido43bindol1one hydrochloride,small molecular drug,alosetron is a 5ht3 antagonist used to treat diarrheapredominant ibs,c17h18n4o
d00027,alprazolam,alcelam algad alpaz alplax alpram alprax alprazolamum alprazolan alpronax alprox alviz alzam alzolam alzonanpress apoalpraz azor bestrol cassadan constan esparon frontal helex intensol ksalol mialin neurol niravam novoalprazol nualpraz panistat panix pharnax prazam prazolan prinox ralozam relaxol restyl solanax tafil tensivan tranax trankimazin tranquinal tricalma unilan valeans xanagis xanax xanolam xanor zacetin zanapam zaxan zenax zolam zolan zolarem zoldac zoldax zopax zopic zotran alphapharm brand of alprazolam alprazolam alphapharm brand alprazolam apotex brand alprazolam kenral brand alprazolam novopharm brand alprazolam orion brand alprazolam pfizer brand alprazolam temmler brand alprazolam extended release tablets alprazolam intensol alprazolam solution apo alpraz apotex brand of alprazolam arzneimittelwerk dresden brand of alprazolam kenral brand of alprazolam novo alprazol novopharm brand of alprazolam nu alpraz nu pharm brand of alprazolam orion brand of alprazolam pfizer brand of alprazolam tafil d temmler brand of alprazolam xanax ts xanax xr d 65mt d65mt tgar01p tus 1 u 31889 ap1002 az002 alprazolam nupharm brand alprazolamd5 alprazolamum innlatin apoalpraz d65mt genalprazolan niravam tn novoalprazol nualpraz nupharm brand of alprazolam staccatoalprazolam tus1 u31889 u31889 xanax tn xanor tn u31889 alprazolam jp15uspinn alprazolam usaninnbanjan 8chloro1methyl6phenyld54h124triazolo43a14benzodiazepine 8chloro1methyl6phenyl4h124triazolo43a14benzodiazepine 8chloro1methyl6phenyl4hstriazolo43a14benzodiazepine 8chloro1methyl6phenyl4hstriazolo43alpha14benzodiazepine 8chloro1methyl6phenyl4hstriazolo43a14benzodiazepine,small molecular drug,alprazolam is a triazolobenzodiazepine with intermediate onset commonly used to treat panic disorders and generalized anxiety in addition to anxiety associated with depression,c17h13cln4
d00028,altretamine,altretamina altretaminum hexamethylmelamine hmm htm hxm hemel hexalen hexastat hexinawas altretamine bellon brand altretamine chiesi brand altretamine wassermann brand bellon brand of altretamine chiesi brand of altretamine mgi pharma brand of altretamine rhone poulenc rorer brand of altretamine wassermann brand of altretamine a 8723 ent 50852 nc 195 altretamina innspanish altretaminum innlatin hexalen tn hexalen altretamine kb913 rhonepoulenc rorer brand of altretamine altretamine uspinn altretamine usaninnban nostriazine nnnnnnhexamethyl135triazine246triamine n2n2n4n4n6n6hexamethyl135triazine246triamine 24 6trisdimethylamino135triazine 246trisdimethylami 246trisdimethylamino135triazine 246trisdimethylaminostriazine 2n2n4n4n6n6nhexamethyl135triazine246triamine,small molecular drug,altretamine is an antineoplastic agent used in palliative treatment of persistent or recurrent ovarian cancer,c9h18n6
d00029,amantadine,adamantamine adamantanamine adamantylamine amant amantadina amantadinum amantidine aminoadamantane endantadine mantadine symadine wiregyt amantadine base bia4304 or14310 amantadina innspanish amantadine inn amantadine innban amantadinum innlatin genamantadine pkmerz symmetrel tn tcmdc125869 adamantane1amino adamantan1amine adamantan1ylamine tricyclo331137decan1amine tricyclo331137decan1amine tricyclo331137decan1amine tricyclo331137decan1ylamine tricyclo331137decane1amine tricyclo3311sup37decan1amine tricyclo3311sup 37decan1amine tricyclo3311sup 37decan1amine tricyclo331137decan1amine tricyclo331137decan1amine 1adamantamine 1adamantanamine 1adamantanamine 8ci 1adamantylamine 1aminoadamantane 1aminotricyclo3311sup 37decane,small molecular drug,amantadine is a medication used to treat dyskinesia in parkinsons patients receiving levodopa as well as extrapyramidal side effects of medications,c10h17n
d00030,ambenonium,ambenonum ambenonium base ambenonium kation mytelase tn 2chlorophenylmethyl2222chlorophenylmethyldiethylazaniumylethylamino2oxoacetylaminoethyldiethylazanium 2212dioxoethane12diyldiiminobisn2chlorobenzylnndiethylethanaminium,small molecular drug,ambenonium is a cholinesterase inhibitor that targets both muscarinic and nicotinic receptors indicated for the treatment of myasthenia gravis,c28h42cl2n4o22
d00031,aminoglutethimide,aminoglutethimidum aminoglutetimida cytadren elipten orimeten ciba vision brand of aminoglutethimide novartis brand of aminoglutethimide a 9657 ba 16038 ag1 aminoglutethimide ag aminoglutethimide innban aminoglutethimidum innlatin aminoglutetimida innspanish ba16038 c 16038ba cytadren tn dlaminoglutethimide paminoglutethimide aminoglutethimide uspinn glutethimide paraamino alphapaminophenylalphaethylglutarimide 3paminophenyl3ethyl26piperidinedione paminoglutethimide inverted question markpaminoglutethimide 2paminophenyl2ethylglutarimide 34aminophenyl3ethyl26piperidindion 34aminophenyl3ethyl26piperidinedione 34aminophenyl3ethylpiperidine26dione 3paminophenyl3ethylpiperidine26dione 3ethyl3paminophenyl26dioxopiperidine,small molecular drug,aminoglutethimide is an adrenocortical steroid synthesis inhibitor used in the treatment of cushings syndrome,c13h16n2o2
d00032,theophylline,bronchoretard cetraphylline chronophyllin dimethylxanthine elixophylline liquophylline pseudotheophylline afonilum retard bronchodid duracap elixophyllin sr somophyllin crt spophyllin retard telbans drysyrup teofilina polish theal tablets theobid duracap theodur dry syrup uniphyllin continus elixophyllin tn elixophylline pulmotimelets somophyllincrt somophyllindf theoorganidin theoclear200 theodur g tn theolair tn theophylline jp15 theophyllinesr quibront tn theodursprinkle theophylline83h theoclear la130 13 dimethylxanthine 13dimethylxanthine 1hpurine26dione,small molecular drug,theophylline is a xanthine used to manage the symptoms of asthma copd and other lung conditions caused by reversible airflow obstruction,c7h8n4o2
d00033,amiodarone,amidorone aminodarone amiobeta amiodarex amiodarona amiodarons amiodaronum amiohexal amjodaronum ancar aratacarycor braxan corbionax cordarex cordarone kordaron labaz ortacrone pacerone rytmarone sedacoron sedacorone tachydaron asta medica brand of amiodarone hydrochloride alphapharm brand of amiodarone hydrochloride amiodarone base armstrong brand of amiodarone hydrochloride berenguer infale brand of amiodarone hydrochloride betapharm brand of amiodarone hydrochloride cordarone intravenous g gam brand of amiodarone hydrochloride hexal brand of amiodarone hydrochloride leurquin brand of amiodarone hydrochloride pharma investi brand of amiodarone hydrochloride sanofi winthrop brand of amiodarone hydrochloride wyeth brand of amiodarone hydrochloride ethylaminoethoxybenzoylbenzofuran l 3428 l3428 skf 33134a amioaqueous iv amiodarona innspanish amiodaronum innlatin aratac tn arycor tn atlansil tn cordarone tn l3428 pacerone tn pmsamiodarone skf 33134a amiodarone usaninn amiodarone usanbaninn ketone 2butyl3benzofuranyl 42diethylaminoethoxy35diiodophenyl ketone 2butyl3benzofuranyl 42diethylaminoethoxy35diiodophenyl 7ci8ci 2butyl3benzofuranyl42diethylaminoethoxy35diidophenylmethanone 2butyl1benzofuran3yl42diethylaminoethyloxy35diiodophenylmethanone 2butyl1benzofuran3yl42diethylaminoethyloxy35diiodophenylmethanone 2butyl1benzofuran3yl42diethylaminoethoxy35diiodophenylmethanone 2butylbenzofuran3yl42diethylaminoethoxy35diiodophenylmethanone 242butyl1benzofuran3ylcarbonyl26diiodophenoxyethyldiethylamine 2butyl335diiodo42diethylaminoethoxybenzoylbenzofuran 2butyl335diiodo4betadiethylaminoethoxybenzoylbenzofuran 2butyl34betandiethylaminoethoxy35diiodobenzoylbenzofuran 2butyl335diiodo42di 2butyl3benzofuranyl 42diethylaminoethoxy35diiodophenyl ketone 2butyl3benzofuranyl p2diethylaminoethoxymmdiiodophenyl ketone 2butyl3benzofuranyl p2diethylaminoethoxymmdiiodophenyl ketone 2nbutyl35diiodo4ndiethylaminoethoxy3benzoylbenzofuran,small molecular drug,amiodarone is a class iii antiarrhythmic indicated for the treatment of recurrent hemodynamically unstable ventricular tachycardia and recurrent ventricular fibrillation,c25h29i2no3
d00034,amisulpride,aminosultopride amisulpiride amisulprida amisulpridum deniban socian solian amisulpride inn dan 2163 amisulprida innspanish amisulpride inn amisulpridum innlatin dan2163 deniban tn solian tn solian amisulpride sl911077 4aminon1ethyl2pyrrolidinylmethyl5ethylsulfonyl2anisamid 4aminon1ethyl2pyrrolidinylmethyl5ethylsulfonyl2methoxybenzamide 4aminon1ethyl2pyrrolidinylmethyl5ethylsulfonyloanisamide 4aminon1ethyl2pyrrolidinylmethyl5ethylsulfonyl2methoxybenzamide 4aminon1ethylpyrrolidin2ylmethyl5ethylsulfonyl2methoxybenzamide 4aminon1ethylpyrrolidin2ylmethyl5ethylsulfonyl2methoxybenzamide,small molecular drug,amisulpride is a dopamine d2 receptor antagonist used in the treatment of acute and chronic schizophrenia and in the prevention and treatment of postoperative nausea and vomiting in adults,c17h27n3o4s
d00035,amitriptyline,adepress adepril amitril amitriprolidine amitriptilina amitriptylin amitriptylinum amitryptiline amitryptyline amytriptiline amytriptylin damilan damilen damitriptyline elanil elavil flavyl lantron laroxil laroxyl proheptadiene redomex sarotex seroten sylvemid triptanol triptilin triptisol tryptanol amitriptilina italian amitriptylin german mk 230 n 750 tp0 amitriptilina innspanish amitriptyline inn amitriptyline innban amitriptylinum innlatin elavil tn laroxyl tn ro 41575 31011dihydrodibenzoadcyclohepten5ylidenepropyldimethylamine 1011dihydro5gammadimethylaminopropylidene5hdibenzoadcycloheptene 1011dihydronndimethyl5hdibenzoadheptalenedelta5gammapropylamine 1011dihydro5gammadimethylaminopropylidene5hdibenzoadcycloheptene 31011dihydro5hdibenzoadcyclohepten5ylidennndimethylpropylamin 31011dihydro5hdibenzoad7annulen5ylidenenndimethylpropan1amine 53dimethylaminopropylidenedibenzoad14cycloheptadiene 53dimethylaminopropylidenedibenzoad14cycloheptadiene 53dimethylaminopropylidene1011dihydro5hdibenzoadcycloheptatriene 53dimethylaminopropylidene1011dihydro5hdibenzoadcycloheptene 53dimethylaminopropylidene5hdibenzoad1011dihydrocycloheptene 53dimethylaminopropylidenedibenzoad14cycloheptadiene 5gammadimethylaminopropylidene1011dihydro5hdibenzoadcycloheptene 5gammadimethylaminopropylidene5hdibenzoad14cycloheptadiene 5gammadimethylaminopropylidene5hdibenzoad14cycloheptadiene 5gammadimethylaminopropylidene5hdibenzoad1011dihydrocycloheptene 5gammadimethylaminopropylidine5hdibenzoad14cycloheptadiene,small molecular drug,amitriptyline is a tricyclic antidepressant indicated in the treatment of depressive illness either endogenous or psychotic and to relieve depression associated anxiety,c20h23n
d00036,amlodipine,amlocard amlodipino amlodipinum amlodis amlopres amlor coroval intervask lipinox amlodipine base amlodipine free base amlodipino spanish amlodipinum latin racemic amlodipine amlodipine inn amlodipine innban dailyvasc tn istin tn norvasc tn perivasc tn uk4834011 rsamlodipine 22aminoethoxymethyl42chlorophenyl 35pyridinedicarboxylic acid 22aminoethoxymethyl42chlorophenyl14dihydro6methyl 3ethyl 5methyl ester 35pyridinedicarboxylic acid 22aminoethoxymethyl42chlorophenyl14dihydro6methyl 3ethyl 5methyl ester 3ethyl5methyl 22aminoethoxymethyl4ochlorophenyl14dihydro6methyl35pyridinedicarboxylate 3ethyl5methyl 22aminoethoxymethyl4ochlorophenyl14dihydro6methyl35pyridinedicarboxylate 3ethyl5methyl 22aminoethoxymethyl42chlorphenyl14dihydro6methyl35pyridindicarboxylat 3ethyl5methyl 22aminoethoxymethyl4ochlorophenyl14dihydro6methyl35pyridinedicarboxylate 3oethyl 5omethyl 22aminoethoxymethyl42chlorophenyl6methyl14dihydropyridine35dicarboxylate 3ethyl 5methyl 22aminoethoxymethyl42chlorophenyl6methyl14dihydropyridine35dicarboxylate 3ethyl 5methyl 22aminoethyloxymethyl42chlorophenyl6methyl14dihydropyridine35dicarboxylate,small molecular drug,amlodipine is a calcium channel blocker used to treat hypertension and angina,c20h25cln2o5
d00037,amobarbital,amal amasust amital amobarbitale amobarbitalum amobarbitone amospan amybal amylbarbitone amylobarbital amylobarbitone amytal barbamil barbamyl binoctal dorlotyn dormytal eunoctal isomyl isomytal mylodorm pentymal pentymalum robarb schiwanox sednotic somnal stadadorm sumital talamo amobarbital suppository dosage form amobarbitale dcit barbamyl acid component of dexamyl ethylisopentylbarbituric acid isoamylethylbarbituric acid amobarbital innjan amobarbitalum innlatin component of 1590 component of amodextrosule component of qcaps isomytal tn amobarbital jp15inn 5ethyl53methylbutyl2461h3h5hpyrimidinetrione 5ethyl53methylbutylbarbituric acid5ethyl5isoamylbarbituric acid 5ethyl5isoamylmalonyl urea 5ethyl5isopentylbarbituric acid 5ethyl5isopentylbarbitursaeure 5isoamyl5ethylbarbituric acid 5ethyl53methylbutyl13diazinane246trione 5ethyl53methylbutylpyrimidine2461h3h5htrione,small molecular drug,amobarbital is a barbiturate derivative used for the induction of sedation during procedures shortterm management of insomnia and acute management of refractory tonicclonic seizures,c11h18n2o3
